"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced"	"MCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Washington"	"53"	"2016"	"2016"	"Drug-induced causes"	"D"	11006	7288000	151.0
	"Washington"	"53"	"2016"	"2016"	"Alcohol-induced causes"	"A"	1964	7288000	26.9
	"Washington"	"53"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	54549	7288000	748.5
"Total"	"Washington"	"53"	"2016"	"2016"			67519	7288000	926.4
	"Washington"	"53"	"2017"	"2017"	"Drug-induced causes"	"D"	11663	7405743	157.5
	"Washington"	"53"	"2017"	"2017"	"Alcohol-induced causes"	"A"	2113	7405743	28.5
	"Washington"	"53"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	56756	7405743	766.4
"Total"	"Washington"	"53"	"2017"	"2017"			70532	7405743	952.4
	"Washington"	"53"	"2018"	"2018"	"Drug-induced causes"	"D"	11684	7535591	155.1
	"Washington"	"53"	"2018"	"2018"	"Alcohol-induced causes"	"A"	2287	7535591	30.3
	"Washington"	"53"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	56641	7535591	751.6
"Total"	"Washington"	"53"	"2018"	"2018"			70612	7535591	937.0
"Total"	"Washington"	"53"					1166871	132261029	882.2
	"West Virginia"	"54"	"1999"	"1999"	"Drug-induced causes"	"D"	215	1811799	11.9
	"West Virginia"	"54"	"1999"	"1999"	"Alcohol-induced causes"	"A"	250	1811799	13.8
	"West Virginia"	"54"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	21028	1811799	1160.6
"Total"	"West Virginia"	"54"	"1999"	"1999"			21493	1811799	1186.3
	"West Virginia"	"54"	"2000"	"2000"	"Drug-induced causes"	"D"	360	1808344	19.9
	"West Virginia"	"54"	"2000"	"2000"	"Alcohol-induced causes"	"A"	312	1808344	17.3
	"West Virginia"	"54"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	21087	1808344	1166.1
"Total"	"West Virginia"	"54"	"2000"	"2000"			21759	1808344	1203.3
	"West Virginia"	"54"	"2001"	"2001"	"Drug-induced causes"	"D"	470	1801481	26.1
	"West Virginia"	"54"	"2001"	"2001"	"Alcohol-induced causes"	"A"	316	1801481	17.5
	"West Virginia"	"54"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	20949	1801481	1162.9
"Total"	"West Virginia"	"54"	"2001"	"2001"			21735	1801481	1206.5
	"West Virginia"	"54"	"2002"	"2002"	"Drug-induced causes"	"D"	487	1805414	27.0
	"West Virginia"	"54"	"2002"	"2002"	"Alcohol-induced causes"	"A"	297	1805414	16.5
	"West Virginia"	"54"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	21000	1805414	1163.2
"Total"	"West Virginia"	"54"	"2002"	"2002"			21784	1805414	1206.6
	"West Virginia"	"54"	"2003"	"2003"	"Drug-induced causes"	"D"	585	1812295	32.3
	"West Virginia"	"54"	"2003"	"2003"	"Alcohol-induced causes"	"A"	354	1812295	19.5
	"West Virginia"	"54"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	21291	1812295	1174.8
"Total"	"West Virginia"	"54"	"2003"	"2003"			22230	1812295	1226.6
	"West Virginia"	"54"	"2004"	"2004"	"Drug-induced causes"	"D"	643	1816438	35.4
	"West Virginia"	"54"	"2004"	"2004"	"Alcohol-induced causes"	"A"	362	1816438	19.9
	"West Virginia"	"54"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	20769	1816438	1143.4
"Total"	"West Virginia"	"54"	"2004"	"2004"			21774	1816438	1198.7
	"West Virginia"	"54"	"2005"	"2005"	"Drug-induced causes"	"D"	520	1820492	28.6
	"West Virginia"	"54"	"2005"	"2005"	"Alcohol-induced causes"	"A"	297	1820492	16.3
	"West Virginia"	"54"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	20759	1820492	1140.3
"Total"	"West Virginia"	"54"	"2005"	"2005"			21576	1820492	1185.2
	"West Virginia"	"54"	"2006"	"2006"	"Drug-induced causes"	"D"	696	1827912	38.1
	"West Virginia"	"54"	"2006"	"2006"	"Alcohol-induced causes"	"A"	378	1827912	20.7
	"West Virginia"	"54"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	20644	1827912	1129.4
"Total"	"West Virginia"	"54"	"2006"	"2006"			21718	1827912	1188.1
	"West Virginia"	"54"	"2007"	"2007"	"Drug-induced causes"	"D"	790	1834052	43.1
	"West Virginia"	"54"	"2007"	"2007"	"Alcohol-induced causes"	"A"	409	1834052	22.3
	"West Virginia"	"54"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	21050	1834052	1147.7
"Total"	"West Virginia"	"54"	"2007"	"2007"			22249	1834052	1213.1
	"West Virginia"	"54"	"2008"	"2008"	"Drug-induced causes"	"D"	851	1840310	46.2
	"West Virginia"	"54"	"2008"	"2008"	"Alcohol-induced causes"	"A"	379	1840310	20.6
	"West Virginia"	"54"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	21529	1840310	1169.9
"Total"	"West Virginia"	"54"	"2008"	"2008"			22759	1840310	1236.7
	"West Virginia"	"54"	"2009"	"2009"	"Drug-induced causes"	"D"	590	1847775	31.9
	"West Virginia"	"54"	"2009"	"2009"	"Alcohol-induced causes"	"A"	345	1847775	18.7
	"West Virginia"	"54"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	21354	1847775	1155.7
"Total"	"West Virginia"	"54"	"2009"	"2009"			22289	1847775	1206.3
	"West Virginia"	"54"	"2010"	"2010"	"Drug-induced causes"	"D"	979	1852994	52.8
	"West Virginia"	"54"	"2010"	"2010"	"Alcohol-induced causes"	"A"	452	1852994	24.4
	"West Virginia"	"54"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	21253	1852994	1147.0
"Total"	"West Virginia"	"54"	"2010"	"2010"			22684	1852994	1224.2
	"West Virginia"	"54"	"2011"	"2011"	"Drug-induced causes"	"D"	1125	1855364	60.6
	"West Virginia"	"54"	"2011"	"2011"	"Alcohol-induced causes"	"A"	482	1855364	26.0
	"West Virginia"	"54"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	21827	1855364	1176.4
"Total"	"West Virginia"	"54"	"2011"	"2011"			23434	1855364	1263.0
	"West Virginia"	"54"	"2012"	"2012"	"Drug-induced causes"	"D"	1073	1855413	57.8
	"West Virginia"	"54"	"2012"	"2012"	"Alcohol-induced causes"	"A"	484	1855413	26.1
	"West Virginia"	"54"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	21865	1855413	1178.4
"Total"	"West Virginia"	"54"	"2012"	"2012"			23422	1855413	1262.4
	"West Virginia"	"54"	"2013"	"2013"	"Drug-induced causes"	"D"	1036	1854304	55.9
	"West Virginia"	"54"	"2013"	"2013"	"Alcohol-induced causes"	"A"	442	1854304	23.8
	"West Virginia"	"54"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	21812	1854304	1176.3
"Total"	"West Virginia"	"54"	"2013"	"2013"			23290	1854304	1256.0
	"West Virginia"	"54"	"2014"	"2014"	"Drug-induced causes"	"D"	1126	1850326	60.9
	"West Virginia"	"54"	"2014"	"2014"	"Alcohol-induced causes"	"A"	466	1850326	25.2
	"West Virginia"	"54"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	22138	1850326	1196.4
"Total"	"West Virginia"	"54"	"2014"	"2014"			23730	1850326	1282.5
	"West Virginia"	"54"	"2015"	"2015"	"Drug-induced causes"	"D"	1307	1844128	70.9
	"West Virginia"	"54"	"2015"	"2015"	"Alcohol-induced causes"	"A"	526	1844128	28.5
	"West Virginia"	"54"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	22691	1844128	1230.4
"Total"	"West Virginia"	"54"	"2015"	"2015"			24524	1844128	1329.8
	"West Virginia"	"54"	"2016"	"2016"	"Drug-induced causes"	"D"	1517	1831102	82.8
	"West Virginia"	"54"	"2016"	"2016"	"Alcohol-induced causes"	"A"	567	1831102	31.0
	"West Virginia"	"54"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	22661	1831102	1237.6
"Total"	"West Virginia"	"54"	"2016"	"2016"			24745	1831102	1351.4
	"West Virginia"	"54"	"2017"	"2017"	"Drug-induced causes"	"D"	2498	1815857	137.6
	"West Virginia"	"54"	"2017"	"2017"	"Alcohol-induced causes"	"A"	589	1815857	32.4
	"West Virginia"	"54"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	23179	1815857	1276.5
"Total"	"West Virginia"	"54"	"2017"	"2017"			26266	1815857	1446.5
	"West Virginia"	"54"	"2018"	"2018"	"Drug-induced causes"	"D"	4235	1805832	234.5
	"West Virginia"	"54"	"2018"	"2018"	"Alcohol-induced causes"	"A"	563	1805832	31.2
	"West Virginia"	"54"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	23384	1805832	1294.9
"Total"	"West Virginia"	"54"	"2018"	"2018"			28182	1805832	1560.6
"Total"	"West Virginia"	"54"					461643	36591632	1261.6
	"Wisconsin"	"55"	"1999"	"1999"	"Drug-induced causes"	"D"	619	5332666	11.6
	"Wisconsin"	"55"	"1999"	"1999"	"Alcohol-induced causes"	"A"	741	5332666	13.9
	"Wisconsin"	"55"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	46602	5332666	873.9
"Total"	"Wisconsin"	"55"	"1999"	"1999"			47962	5332666	899.4
	"Wisconsin"	"55"	"2000"	"2000"	"Drug-induced causes"	"D"	755	5363675	14.1
	"Wisconsin"	"55"	"2000"	"2000"	"Alcohol-induced causes"	"A"	842	5363675	15.7
	"Wisconsin"	"55"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	46375	5363675	864.6
"Total"	"Wisconsin"	"55"	"2000"	"2000"			47972	5363675	894.4
	"Wisconsin"	"55"	"2001"	"2001"	"Drug-induced causes"	"D"	839	5406835	15.5
	"Wisconsin"	"55"	"2001"	"2001"	"Alcohol-induced causes"	"A"	833	5406835	15.4
	"Wisconsin"	"55"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	46563	5406835	861.2
"Total"	"Wisconsin"	"55"	"2001"	"2001"			48235	5406835	892.1
	"Wisconsin"	"55"	"2002"	"2002"	"Drug-induced causes"	"D"	891	5445162	16.4
	"Wisconsin"	"55"	"2002"	"2002"	"Alcohol-induced causes"	"A"	871	5445162	16.0
	"Wisconsin"	"55"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	46886	5445162	861.1
"Total"	"Wisconsin"	"55"	"2002"	"2002"			48648	5445162	893.4
	"Wisconsin"	"55"	"2003"	"2003"	"Drug-induced causes"	"D"	7295	5479203	133.1
	"Wisconsin"	"55"	"2003"	"2003"	"Alcohol-induced causes"	"A"	898	5479203	16.4
	"Wisconsin"	"55"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	46095	5479203	841.3
"Total"	"Wisconsin"	"55"	"2003"	"2003"			54288	5479203	990.8
	"Wisconsin"	"55"	"2004"	"2004"	"Drug-induced causes"	"D"	7689	5514026	139.4
	"Wisconsin"	"55"	"2004"	"2004"	"Alcohol-induced causes"	"A"	912	5514026	16.5
	"Wisconsin"	"55"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	45502	5514026	825.2
"Total"	"Wisconsin"	"55"	"2004"	"2004"			54103	5514026	981.2
	"Wisconsin"	"55"	"2005"	"2005"	"Drug-induced causes"	"D"	8086	5546166	145.8
	"Wisconsin"	"55"	"2005"	"2005"	"Alcohol-induced causes"	"A"	997	5546166	18.0
	"Wisconsin"	"55"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	46602	5546166	840.3
"Total"	"Wisconsin"	"55"	"2005"	"2005"			55685	5546166	1004.0
	"Wisconsin"	"55"	"2006"	"2006"	"Drug-induced causes"	"D"	8099	5577655	145.2
	"Wisconsin"	"55"	"2006"	"2006"	"Alcohol-induced causes"	"A"	1011	5577655	18.1
	"Wisconsin"	"55"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	46058	5577655	825.8
"Total"	"Wisconsin"	"55"	"2006"	"2006"			55168	5577655	989.1
	"Wisconsin"	"55"	"2007"	"2007"	"Drug-induced causes"	"D"	8283	5610775	147.6
	"Wisconsin"	"55"	"2007"	"2007"	"Alcohol-induced causes"	"A"	1081	5610775	19.3
	"Wisconsin"	"55"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	46089	5610775	821.4
"Total"	"Wisconsin"	"55"	"2007"	"2007"			55453	5610775	988.3
	"Wisconsin"	"55"	"2008"	"2008"	"Drug-induced causes"	"D"	8180	5640996	145.0
	"Wisconsin"	"55"	"2008"	"2008"	"Alcohol-induced causes"	"A"	1036	5640996	18.4
	"Wisconsin"	"55"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	46705	5640996	828.0
"Total"	"Wisconsin"	"55"	"2008"	"2008"			55921	5640996	991.3
	"Wisconsin"	"55"	"2009"	"2009"	"Drug-induced causes"	"D"	8146	5669264	143.7
	"Wisconsin"	"55"	"2009"	"2009"	"Alcohol-induced causes"	"A"	987	5669264	17.4
	"Wisconsin"	"55"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	45572	5669264	803.8
"Total"	"Wisconsin"	"55"	"2009"	"2009"			54705	5669264	964.9
	"Wisconsin"	"55"	"2010"	"2010"	"Drug-induced causes"	"D"	8607	5686986	151.3
	"Wisconsin"	"55"	"2010"	"2010"	"Alcohol-induced causes"	"A"	1068	5686986	18.8
	"Wisconsin"	"55"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	47177	5686986	829.6
"Total"	"Wisconsin"	"55"	"2010"	"2010"			56852	5686986	999.7
	"Wisconsin"	"55"	"2011"	"2011"	"Drug-induced causes"	"D"	8847	5711767	154.9
	"Wisconsin"	"55"	"2011"	"2011"	"Alcohol-induced causes"	"A"	1106	5711767	19.4
	"Wisconsin"	"55"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	48270	5711767	845.1
"Total"	"Wisconsin"	"55"	"2011"	"2011"			58223	5711767	1019.4
	"Wisconsin"	"55"	"2012"	"2012"	"Drug-induced causes"	"D"	8856	5726398	154.7
	"Wisconsin"	"55"	"2012"	"2012"	"Alcohol-induced causes"	"A"	1142	5726398	19.9
	"Wisconsin"	"55"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	48223	5726398	842.1
"Total"	"Wisconsin"	"55"	"2012"	"2012"			58221	5726398	1016.7
	"Wisconsin"	"55"	"2013"	"2013"	"Drug-induced causes"	"D"	9426	5742713	164.1
	"Wisconsin"	"55"	"2013"	"2013"	"Alcohol-induced causes"	"A"	1248	5742713	21.7
	"Wisconsin"	"55"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	49879	5742713	868.6
"Total"	"Wisconsin"	"55"	"2013"	"2013"			60553	5742713	1054.4
	"Wisconsin"	"55"	"2014"	"2014"	"Drug-induced causes"	"D"	9367	5757564	162.7
	"Wisconsin"	"55"	"2014"	"2014"	"Alcohol-induced causes"	"A"	1411	5757564	24.5
	"Wisconsin"	"55"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	50125	5757564	870.6
"Total"	"Wisconsin"	"55"	"2014"	"2014"			60903	5757564	1057.8
	"Wisconsin"	"55"	"2015"	"2015"	"Drug-induced causes"	"D"	9306	5771337	161.2
	"Wisconsin"	"55"	"2015"	"2015"	"Alcohol-induced causes"	"A"	1428	5771337	24.7
	"Wisconsin"	"55"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	51120	5771337	885.8
"Total"	"Wisconsin"	"55"	"2015"	"2015"			61854	5771337	1071.7
	"Wisconsin"	"55"	"2016"	"2016"	"Drug-induced causes"	"D"	9665	5778708	167.3
	"Wisconsin"	"55"	"2016"	"2016"	"Alcohol-induced causes"	"A"	1622	5778708	28.1
	"Wisconsin"	"55"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	51645	5778708	893.7
"Total"	"Wisconsin"	"55"	"2016"	"2016"			62932	5778708	1089.0
	"Wisconsin"	"55"	"2017"	"2017"	"Drug-induced causes"	"D"	9716	5795483	167.6
	"Wisconsin"	"55"	"2017"	"2017"	"Alcohol-induced causes"	"A"	1747	5795483	30.1
	"Wisconsin"	"55"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	52495	5795483	905.8
"Total"	"Wisconsin"	"55"	"2017"	"2017"			63958	5795483	1103.6
	"Wisconsin"	"55"	"2018"	"2018"	"Drug-induced causes"	"D"	9801	5813568	168.6
	"Wisconsin"	"55"	"2018"	"2018"	"Alcohol-induced causes"	"A"	1744	5813568	30.0
	"Wisconsin"	"55"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	53501	5813568	920.3
"Total"	"Wisconsin"	"55"	"2018"	"2018"			65046	5813568	1118.9
"Total"	"Wisconsin"	"55"					1126682	112370947	1002.6
	"Wyoming"	"56"	"1999"	"1999"	"Drug-induced causes"	"D"	71	491780	14.4
	"Wyoming"	"56"	"1999"	"1999"	"Alcohol-induced causes"	"A"	100	491780	20.3
	"Wyoming"	"56"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	4021	491780	817.6
"Total"	"Wyoming"	"56"	"1999"	"1999"			4192	491780	852.4
	"Wyoming"	"56"	"2000"	"2000"	"Drug-induced causes"	"D"	123	493782	24.9
	"Wyoming"	"56"	"2000"	"2000"	"Alcohol-induced causes"	"A"	105	493782	21.3
	"Wyoming"	"56"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	3903	493782	790.4
"Total"	"Wyoming"	"56"	"2000"	"2000"			4131	493782	836.6
	"Wyoming"	"56"	"2001"	"2001"	"Drug-induced causes"	"D"	106	494657	21.4
	"Wyoming"	"56"	"2001"	"2001"	"Alcohol-induced causes"	"A"	109	494657	22.0
	"Wyoming"	"56"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	4011	494657	810.9
"Total"	"Wyoming"	"56"	"2001"	"2001"			4226	494657	854.3
	"Wyoming"	"56"	"2002"	"2002"	"Drug-induced causes"	"D"	111	500017	22.2
	"Wyoming"	"56"	"2002"	"2002"	"Alcohol-induced causes"	"A"	125	500017	25.0
	"Wyoming"	"56"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	4156	500017	831.2
"Total"	"Wyoming"	"56"	"2002"	"2002"			4392	500017	878.4
	"Wyoming"	"56"	"2003"	"2003"	"Drug-induced causes"	"D"	162	503453	32.2
	"Wyoming"	"56"	"2003"	"2003"	"Alcohol-induced causes"	"A"	116	503453	23.0
	"Wyoming"	"56"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	4160	503453	826.3
"Total"	"Wyoming"	"56"	"2003"	"2003"			4438	503453	881.5
	"Wyoming"	"56"	"2004"	"2004"	"Drug-induced causes"	"D"	813	509106	159.7
	"Wyoming"	"56"	"2004"	"2004"	"Alcohol-induced causes"	"A"	142	509106	27.9
	"Wyoming"	"56"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	3938	509106	773.5
"Total"	"Wyoming"	"56"	"2004"	"2004"			4893	509106	961.1
	"Wyoming"	"56"	"2005"	"2005"	"Drug-induced causes"	"D"	826	514157	160.7
	"Wyoming"	"56"	"2005"	"2005"	"Alcohol-induced causes"	"A"	126	514157	24.5
	"Wyoming"	"56"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	4083	514157	794.1
"Total"	"Wyoming"	"56"	"2005"	"2005"			5035	514157	979.3
	"Wyoming"	"56"	"2006"	"2006"	"Drug-induced causes"	"D"	879	522667	168.2
	"Wyoming"	"56"	"2006"	"2006"	"Alcohol-induced causes"	"A"	162	522667	31.0
	"Wyoming"	"56"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	4285	522667	819.8
"Total"	"Wyoming"	"56"	"2006"	"2006"			5326	522667	1019.0
	"Wyoming"	"56"	"2007"	"2007"	"Drug-induced causes"	"D"	884	534876	165.3
	"Wyoming"	"56"	"2007"	"2007"	"Alcohol-induced causes"	"A"	161	534876	30.1
	"Wyoming"	"56"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	4234	534876	791.6
"Total"	"Wyoming"	"56"	"2007"	"2007"			5279	534876	987.0
	"Wyoming"	"56"	"2008"	"2008"	"Drug-induced causes"	"D"	888	546043	162.6
	"Wyoming"	"56"	"2008"	"2008"	"Alcohol-induced causes"	"A"	177	546043	32.4
	"Wyoming"	"56"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	4201	546043	769.4
"Total"	"Wyoming"	"56"	"2008"	"2008"			5266	546043	964.4
	"Wyoming"	"56"	"2009"	"2009"	"Drug-induced causes"	"D"	901	559851	160.9
	"Wyoming"	"56"	"2009"	"2009"	"Alcohol-induced causes"	"A"	152	559851	27.2
	"Wyoming"	"56"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	4265	559851	761.8
"Total"	"Wyoming"	"56"	"2009"	"2009"			5318	559851	949.9
	"Wyoming"	"56"	"2010"	"2010"	"Drug-induced causes"	"D"	994	563626	176.4
	"Wyoming"	"56"	"2010"	"2010"	"Alcohol-induced causes"	"A"	168	563626	29.8
	"Wyoming"	"56"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	4420	563626	784.2
"Total"	"Wyoming"	"56"	"2010"	"2010"			5582	563626	990.4
	"Wyoming"	"56"	"2011"	"2011"	"Drug-induced causes"	"D"	934	568158	164.4
	"Wyoming"	"56"	"2011"	"2011"	"Alcohol-induced causes"	"A"	173	568158	30.4
	"Wyoming"	"56"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	4361	568158	767.6
"Total"	"Wyoming"	"56"	"2011"	"2011"			5468	568158	962.4
	"Wyoming"	"56"	"2012"	"2012"	"Drug-induced causes"	"D"	994	576412	172.4
	"Wyoming"	"56"	"2012"	"2012"	"Alcohol-induced causes"	"A"	225	576412	39.0
	"Wyoming"	"56"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	4451	576412	772.2
"Total"	"Wyoming"	"56"	"2012"	"2012"			5670	576412	983.7
	"Wyoming"	"56"	"2013"	"2013"	"Drug-induced causes"	"D"	957	582658	164.2
	"Wyoming"	"56"	"2013"	"2013"	"Alcohol-induced causes"	"A"	197	582658	33.8
	"Wyoming"	"56"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	4498	582658	772.0
"Total"	"Wyoming"	"56"	"2013"	"2013"			5652	582658	970.0
	"Wyoming"	"56"	"2014"	"2014"	"Drug-induced causes"	"D"	1006	584153	172.2
	"Wyoming"	"56"	"2014"	"2014"	"Alcohol-induced causes"	"A"	208	584153	35.6
	"Wyoming"	"56"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	4640	584153	794.3
"Total"	"Wyoming"	"56"	"2014"	"2014"			5854	584153	1002.1
	"Wyoming"	"56"	"2015"	"2015"	"Drug-induced causes"	"D"	1054	586107	179.8
	"Wyoming"	"56"	"2015"	"2015"	"Alcohol-induced causes"	"A"	271	586107	46.2
	"Wyoming"	"56"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	4750	586107	810.4
"Total"	"Wyoming"	"56"	"2015"	"2015"			6075	586107	1036.5
	"Wyoming"	"56"	"2016"	"2016"	"Drug-induced causes"	"D"	1045	585501	178.5
	"Wyoming"	"56"	"2016"	"2016"	"Alcohol-induced causes"	"A"	261	585501	44.6
	"Wyoming"	"56"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	4684	585501	800.0
"Total"	"Wyoming"	"56"	"2016"	"2016"			5990	585501	1023.1
	"Wyoming"	"56"	"2017"	"2017"	"Drug-induced causes"	"D"	1036	579315	178.8
	"Wyoming"	"56"	"2017"	"2017"	"Alcohol-induced causes"	"A"	290	579315	50.1
	"Wyoming"	"56"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	4737	579315	817.7
"Total"	"Wyoming"	"56"	"2017"	"2017"			6063	579315	1046.6
	"Wyoming"	"56"	"2018"	"2018"	"Drug-induced causes"	"D"	1112	577737	192.5
	"Wyoming"	"56"	"2018"	"2018"	"Alcohol-induced causes"	"A"	288	577737	49.8
	"Wyoming"	"56"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	5037	577737	871.8
"Total"	"Wyoming"	"56"	"2018"	"2018"			6437	577737	1114.2
"Total"	"Wyoming"	"56"					105287	10874056	968.2
"Total"							56120546	6088633001	921.7
"---"
"Dataset: Multiple Cause of Death, 1999-2018"
"Query Parameters:"
"Group By: State; Year; MCD - Drug/Alcohol Induced"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Mar 20, 2020 7:19:45 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Mar 20, 2020 7:19:45 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
